Source Name,Column Name,Data Type,Width,Hierarchy,Level
SC-Invoices I2,Customer Key,Varchar,18,Customer,Customer
SC-Invoices I2,SI Header Change Date,Date,10,Sales Invoices,Sales Invoices
SC-Invoices I2,SI Cancellation Document,Varchar,10,Sales Invoices,Sales Invoices
SC-Invoices I2,Delivery Customer Key,Varchar,18,Delivery Country,Delivery Country
SC-Invoices I2,Sales Invoice Number,Varchar,12,Sales Invoices,Sales Invoices
SC-Invoices I2,Sales Invoice Item,Integer,6,Sales Invoices,Sales Invoices
SC-Invoices I2,Higher-lev_item,Integer,6,,
SC-Invoices I2,Invoice Qty,Float,12,,
SC-Invoices I2,SI Sales UoM,Varchar,3,Sales Invoices,Sales Invoices
SC-Invoices I2,Numerator,Float,3,,
SC-Invoices I2,Denominator,Float,3,,
SC-Invoices I2,SI Base UoM,Varchar,3,Sales Invoices,Sales Invoices
SC-Invoices I2,Sales Net,Float,11,,
SC-Invoices I2,SI Originating Doc,Varchar,10,Sales Invoices,Sales Invoices
SC-Invoices I2,SI Originating Item,Varchar,6,Sales Invoices,Sales Invoices
SC-Invoices I2,SI Reference Doc,Varchar,10,Sales Invoices,Sales Invoices
SC-Invoices I2,SI Reference Item,Varchar,6,Sales Invoices,Sales Invoices
SC-Invoices I2,SI Prec Doc Categ,Varchar,1,Sales Invoices,Sales Invoices
SC-Invoices I2,Sales Order Number,Varchar,12,Sales Invoices,Sales Invoices
SC-Invoices I2,Sales Order Item,Varchar,6,Sales Invoices,Sales Invoices
SC-Invoices I2,SalesDocumentRefer,Varchar,2,,
SC-Invoices I2,Item Key,Varchar,30,Item,Item
SC-Invoices I2,Ext Mat Group Key,Varchar,9,,
SC-Invoices I2,Item category,Varchar,4,Sales Invoices,Sales Invoices
SC-Invoices I2,Item type,Varchar,2,,
SC-Invoices I2,Division Key,Varchar,2,Division,Division
SC-Invoices I2,Plant,Integer,8,Sales Invoices,Sales Invoices
SC-Invoices I2,Country,Varchar,6,,
SC-Invoices I2,Sales Office Key,Varchar,8,,
SC-Invoices I2,Created by Header,Varchar,12,Sales Invoices,Sales Invoices
SC-Invoices I2,Created on Line Item,Date,10,,
SC-Invoices I2,Time_VBRP_ERZET,Integer,6,,
SC-Invoices I2,Stor Location,Varchar,8,,
SC-Invoices I2,SI Item Cost,Float,10,,
SC-Invoices I2,SI Item Subtotal 1,Float,11,,
SC-Invoices I2,SI Item Subtotal 2,Float,11,,
SC-Invoices I2,SI Item Subtotal 3,Float,11,,
SC-Invoices I2,SI Item Subtotal 4,Float,11,,
SC-Invoices I2,SI Item Subtotal 5,Float,11,,
SC-Invoices I2,SI Item Subtotal 6,Float,11,,
SC-Invoices I2,Exch_rate stats,Float,3,,
SC-Invoices I2,Profit Center,Varchar,20,Sales Invoices,Sales Invoices
SC-Invoices I2,Document cat,Varchar,2,,
SC-Invoices I2,Accounting Document,Varchar,20,,
SC-Invoices I2,Customer Group,Varchar,4,,
SC-Invoices I2,Sales Group,Varchar,6,,
SC-Invoices I2,Currency Key DC,Varchar,10,Sales Invoices,Sales Invoices
SC-Invoices I2,Ex Rate DC,Float,11,Sales Invoices,Sales Invoices
SC-Invoices I2,Net Sales DC,Float,11,,
SC-Invoices I2,Currency Key GC,Varchar,10,Sales Invoices,Sales Invoices
SC-Invoices I2,Ex Rate GC,Float,11,Sales Invoices,Sales Invoices
SC-Invoices I2,Net Sales GC,Float,11,,
SC-Invoices I2,Currency Key HC,Varchar,10,Sales Invoices,Sales Invoices
SC-Invoices I2,Ex Rate HC,Float,11,Sales Invoices,Sales Invoices
SC-Invoices I2,Net Sales HC,Float,11,,
SC-Invoices I2,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-Invoices I2,Sales Invoice Key,Varchar,16,Sales Invoices,Sales Invoices
SC-Invoices I2,SI Reference SO Key,Varchar,16,Sales Invoices,Sales Invoices
SC-Invoices I2,Sales COGS DC,Float,18,,
SC-Invoices I2,Sales COGS HC,Float,18,,
SC-Invoices I2,Sales COGS GC,Float,18,,
SC-Invoices I2,CustArea Key,Varchar,22,Customer Sales Area,Customer Sales Area
SC-Invoices I2,Sales ICOGS HC,Float,18,,
SC-Invoices I2,Sales ICOGS GC,Float,18,,
SC-Invoices I2,Billing Rule,Varchar,1,Sales Invoices,Sales Invoices
SC-Invoices I2,Statistical Value,Varchar,1,Sales Invoices,Sales Invoices
SC-Invoices I2,Returns,Varchar,1,Sales Invoices,Sales Invoices
SC-Invoices I2,Source,Varchar,10,Sales Invoices,Sales Invoices
SC-Invoices I2,Security Key,Varchar,25,Security Key,Security Key
SC-Invoices I2,Currency Key RC,Varchar,10,Sales Invoices,Sales Invoices
SC-Invoices I2,Ex Rate RC,Float,11,Sales Invoices,Sales Invoices
SC-Invoices I2,Net Sales RC,Float,11,,
SC-Invoices I2,Sales COGS RC,Float,18,,
SC-Invoices I2,Sales ICOGS RC,Float,18,,
SC-Invoices I2,DelMarker,Varchar,40,Sales Invoices,Sales Invoices
SQL_I2_vw_MARA,MARA_MATNR,Varchar,23,,
SQL_I2_vw_MARA,MARA_EXTWG,Varchar,6,,
SQL_I2_vw_MARA,MARA_SPART,Varchar,2,,
SQL_I2_vw_MARA,MARA_MTART,Varchar,0,,
SQL_I2_vw_MARA,MARA_MEINS,Varchar,3,,
SQL_I2_vw_MARA,MAKT_MAKTX,Varchar,98,,
SC-Item I2,Item Key,Varchar,30,Item,Item
SC-Item I2,Item Type,Varchar,8,Item,Item
SC-Item I2,Industry sector,Varchar,2,,
SC-Item I2,Item Group Key,Varchar,9,Item,Item
SC-Item I2,Old Mat Num,Varchar,36,,
SC-Item I2,Base UoM,Varchar,6,Item,Item
SC-Item I2,Laboratory,Varchar,6,,
SC-Item I2,Division Key,Varchar,4,,
SC-Item I2,EAN,Varchar,36,,
SC-Item I2,Item,Varchar,40,Item,Item
SC-Item I2,Division,Varchar,19,,
SC-Item I2,Item Group,Varchar,20,Item,Item
SC-Item I2,Product Group Key,Varchar,5,Item,Item
SC-Item I2,Product Group,Varchar,27,Item,Item
SC-Item I2,Product Unit Key,Varchar,9,Item,Item
SC-Item I2,Product Unit,Varchar,24,Item,Item
SC-Item I2,Product Division Key,Varchar,6,Item,Item
SC-Item I2,Product Division,Varchar,24,Item,Item
SC-Item I2,Product Segment Key,Varchar,2,Item,Item
SC-Item I2,Product Segment,Varchar,24,Item,Item
SC-Item I2,Solution Key,Varchar,2,Item,Item
SC-Item I2,Solution,Varchar,22,Item,Item
SC-Item I2,Source,Varchar,10,Item,Item
SC-Customer I2,Customer Key,Varchar,18,Customer,Customer
SC-Customer I2,Country Key,Varchar,3,Customer,Customer
SC-Customer I2,Customer,Varchar,77,Customer,Customer
SC-Customer I2,Customer Name 2,Varchar,96,Customer,Customer
SC-Customer I2,City,Varchar,35,Customer,Customer
SC-Customer I2,Postal Code,Varchar,18,,
SC-Customer I2,Search term,Varchar,65,,
SC-Customer I2,Customer Address1,Varchar,57,Customer,Customer
SC-Customer I2,Address Key,Varchar,34,,
SC-Customer I2,Market Role Key,Varchar,10,,
SC-Customer I2,Account group,Varchar,10,Customer,Customer
SC-Customer I2,Market Segment Key,Varchar,10,Customer,Customer
SC-Customer I2,ConsCustomer,Varchar,28,Customer,Customer
SC-Customer I2,Customer Country,Varchar,15,Customer,Customer
SC-Customer I2,Market Role,Varchar,20,Customer,Customer
SC-Customer I2,Market,Varchar,28,Customer,Customer
SC-Customer I2,Market Segment,Varchar,20,Customer,Customer
SC-Customer I2,Source,Varchar,10,Customer,Customer
SC-Customer I2,Customer Address2,Varchar,100,Customer,Customer
SC-Customer I2,Market Key,Varchar,7,Customer,Customer
SC-Customer I2,Geographical SubRegion Key,Varchar,2,Customer,Customer
SC-Customer I2,Geographical SubRegion,Varchar,22,Customer,Customer
SC-Customer I2,Geographical Area Key,Varchar,2,Customer,Customer
SC-Customer I2,Geographical Area,Varchar,18,Customer,Customer
SC-Customer I2,Geographical Region Key,Varchar,2,Customer,Customer
SC-Customer I2,Geographical Region,Varchar,13,Customer,Customer
SC-Customer I2,Customer Sub Type,Varchar,20,Customer,Customer
SC-Customer I2,Customer Group,Varchar,20,Customer,Customer
SC-Customer I2,Customer / Customer Group,Varchar,20,Customer,Customer
SC-Customer I2,Sales Partner,Varchar,20,Customer,Customer
SC-Customer I2,Market Role Group,Varchar,20,Customer,Customer
SC-Customer I2,Customer Type,Varchar,10,Customer,Customer
SQL_I2_vw_VBRK_VBRP,VBRK_AEDAT,DateTime,23,,
SQL_I2_vw_VBRK_VBRP,VBRK_BUKRS,Varchar,4,,
SQL_I2_vw_VBRK_VBRP,VBRK_ERDAT,DateTime,23,,
SQL_I2_vw_VBRK_VBRP,VBRK_ERNAM,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRK_FKART,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRK_FKDAT,DateTime,23,,
SQL_I2_vw_VBRK_VBRP,VBRK_KNUMV,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRK_KUNAG,Varchar,18,,
SQL_I2_vw_VBRK_VBRP,VBRK_KUNRG,Varchar,18,,
SQL_I2_vw_VBRK_VBRP,VBRK_SFAKN,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRK_SPART,Varchar,2,,
SQL_I2_vw_VBRK_VBRP,VBRK_VBELN,Varchar,12,,
SQL_I2_vw_VBRK_VBRP,VBRK_VKORG,Varchar,4,,
SQL_I2_vw_VBRK_VBRP,VBRK_VTWEG,Varchar,2,,
SQL_I2_vw_VBRK_VBRP,VBRK_WAERK,Varchar,3,,
SQL_I2_vw_VBRK_VBRP,VBRP_AUBEL,Varchar,10,,
SQL_I2_vw_VBRK_VBRP,VBRP_AUPOS,Varchar,6,,
SQL_I2_vw_VBRK_VBRP,VBRP_FKIMG,Float,12,,
SQL_I2_vw_VBRK_VBRP,VBRP_MATNR,Varchar,22,,
SQL_I2_vw_VBRK_VBRP,VBRP_MEINS,Varchar,3,,
SQL_I2_vw_VBRK_VBRP,VBRP_NETWR,Float,19,,
SQL_I2_vw_VBRK_VBRP,VBRP_POSNR,Varchar,6,,
SQL_I2_vw_VBRK_VBRP,VBRP_POSNV,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_PRCTR,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_PSTYV,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_SPART,Varchar,2,,
SQL_I2_vw_VBRK_VBRP,VBRP_STCUR,Float,18,,
SQL_I2_vw_VBRK_VBRP,VBRP_VBELN,Varchar,10,,
SQL_I2_vw_VBRK_VBRP,VBRP_VBELV,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_VGBEL,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_VGPOS,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_VGTYP,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_VKBUR,Varchar,4,,
SQL_I2_vw_VBRK_VBRP,VBRP_VRKME,Varchar,3,,
SQL_I2_vw_VBRK_VBRP,COGS,Float,19,,
SQL_I2_vw_VBRK_VBRP,VBRP_WERKS,Varchar,4,,
SQL_I2_vw_VBRK_VBRP,ICOGS,Float,19,,
SQL_I2_vw_VBRK_VBRP,VBPA_KUNNR,Varchar,13,,
SQL_I2_vw_VBRK_VBRP,VBRP_KURSK,Float,8,,
SQL_I2_vw_VBRK_VBRP,VBRP_SHKZG,Varchar,1,,
SQL_I2_vw_VBRK_VBRP,VBRK_KURRF,Float,8,,
SQL_I2_vw_VBRK_VBRP,VBRP_KOWRR,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_FAREG,Varchar,0,,
SQL_I2_vw_VBRK_VBRP,VBRP_FKLMG,Float,23,,
SQL_I2_vw_VBRK_VBRP,Customer_Delivery_Country,Varchar,2,,
SC-Customer Sales Area I2,CustArea Key,Varchar,22,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Inside Sales Key,Varchar,10,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Outside Sales Key,Varchar,10,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Customer Key,Varchar,18,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Source,Varchar,10,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Comp Code Key,Varchar,4,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Sales Office Key,Varchar,4,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Sales Office,Varchar,20,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Sales SubRegion,Varchar,6,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Sales Region,Varchar,4,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,RC Currency Key,Varchar,4,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Outside Sales,Varchar,77,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Outside Sales AG,Varchar,10,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Outside Sales Email Address,Varchar,241,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Outside Sales AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,RSM AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,RSM,Varchar,100,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,MD/GM AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,MD/GM,Varchar,100,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,RMD AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,RMD,Varchar,100,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Global Sales AD ID,Varchar,50,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Global Sales,Varchar,100,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Inside Sales,Varchar,77,Customer Sales Area,Customer Sales Area
SC-Customer Sales Area I2,Inside Sales AG,Varchar,10,Customer Sales Area,Customer Sales Area
SQL_I2_vw_VBAK_VBAP,VBAK_AEDAT,DateTime,23,,
SQL_I2_vw_VBAK_VBAP,VBAK_AUART,Varchar,3,,
SQL_I2_vw_VBAK_VBAP,VBAK_AUDAT,DateTime,23,,
SQL_I2_vw_VBAK_VBAP,VBAK_KNUMV,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAK_KUNNR,Varchar,18,,
SQL_I2_vw_VBAK_VBAP,VBAK_SPART,Varchar,2,,
SQL_I2_vw_VBAK_VBAP,VBAK_TRVOG,Varchar,1,,
SQL_I2_vw_VBAK_VBAP,VBAK_VBTYP,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAK_VKBUR,Varchar,4,,
SQL_I2_vw_VBAK_VBAP,VBAK_VKORG,Varchar,4,,
SQL_I2_vw_VBAK_VBAP,VBAK_VRWEG,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAK_ABGRU,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_AEDAT,DateTime,23,,
SQL_I2_vw_VBAK_VBAP,VBAP_ERDAT,DateTime,23,,
SQL_I2_vw_VBAK_VBAP,VBAP_KWMENG,Float,13,,
SQL_I2_vw_VBAK_VBAP,VBAP_KZWI1,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_KZWI2,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_KZWI3,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_KZWI4,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_KZWI5,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_KZWI6,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_MATNR,Varchar,23,,
SQL_I2_vw_VBAK_VBAP,VBAP_MEINS,Varchar,6,,
SQL_I2_vw_VBAK_VBAP,VBAP_NETWR,Float,23,,
SQL_I2_vw_VBAK_VBAP,VBAP_POSNR,Varchar,4,,
SQL_I2_vw_VBAK_VBAP,VBAP_PSTYV,Varchar,1,,
SQL_I2_vw_VBAK_VBAP,VBAP_SPART,Varchar,2,,
SQL_I2_vw_VBAK_VBAP,VBAP_VBELN,Varchar,10,,
SQL_I2_vw_VBAK_VBAP,VBAP_WAERK,Varchar,3,,
SQL_I2_vw_VBAK_VBAP,VBAP_WAVWR,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_WERKS,Varchar,4,,
SQL_I2_vw_VBAK_VBAP,VKBD_PRSDT,DateTime,23,,
SQL_I2_vw_VBAK_VBAP,VBUP_ABSTA,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBUP_GBSTA,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBUP_LFGSA,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBUP_LFSTA,Varchar,0,,
SQL_I2_vw_VBAK_VBAP,VBAP_STCUR,Float,19,,
SQL_I2_vw_VBAK_VBAP,Customer_Delivery_Country,Varchar,2,,
SC-Orders I2,Sales Order Number,Varchar,10,Sales Order,Sales Order
SC-Orders I2,Sales Order Item,Varchar,6,Sales Order,Sales Order
SC-Orders I2,SO Header Create Date,Date,10,,
SC-Orders I2,Time Header,Integer,6,,
SC-Orders I2,Created by Header,Varchar,24,,
SC-Orders I2,SO Date,Date,10,Sales Order,Sales Order
SC-Orders I2,SO Document Category,Varchar,1,Sales Order,Sales Order
SC-Orders I2,SO Transaction Group,Integer,1,Sales Order,Sales Order
SC-Orders I2,SO Document Type,Varchar,4,Sales Order,Sales Order
SC-Orders I2,Net value Header,Float,12,,
SC-Orders I2,Currency Header,Varchar,3,,
SC-Orders I2,Sales Org Key,Varchar,4,Sales Org,Sales Org
SC-Orders I2,Distr Channel,Varchar,2,Sales Order,Sales Order
SC-Orders I2,Division Header,Varchar,2,,
SC-Orders I2,Sales Group,Varchar,6,,
SC-Orders I2,Sales Office Key,Varchar,8,,
SC-Orders I2,SO Doc Condition,Integer,10,Sales Order,Sales Order
SC-Orders I2,Pric procedure,Varchar,6,,
SC-Orders I2,PO Number,Varchar,255,,
SC-Orders I2,Customer Key,Varchar,18,Customer,Customer
SC-Orders I2,SO Header Change Date,Date,10,Sales Order,Sales Order
SC-Orders I2,CCodeToBeBilled,Varchar,4,,
SC-Orders I2,Item Key,Varchar,30,Item,Item
SC-Orders I2,Ext Mat Group Key,Varchar,9,,
SC-Orders I2,Item category,Varchar,4,Sales Order,Sales Order
SC-Orders I2,Rejection Reason Key,Varchar,2,Reason For Rejection,
SC-Orders I2,Target quantity,Float,5,,
SC-Orders I2,Target qty UoM,Varchar,3,,
SC-Orders I2,Base Unit,Varchar,2,Sales Order,Sales Order
SC-Orders I2,Cust Material,Varchar,35,,
SC-Orders I2,Division Key,Varchar,2,Division,Division
SC-Orders I2,Order Net,Float,12,,
SC-Orders I2,Currency Key,Varchar,3,,
SC-Orders I2,Order Qty,Float,11,,
SC-Orders I2,Required DlvQty,Float,5,,
SC-Orders I2,CumConfirmedQty Header,Float,11,,
SC-Orders I2,CumConfirmedQty Line Item,Float,12,,
SC-Orders I2,Sales unit,Varchar,3,,
SC-Orders I2,Reference doc,Varchar,10,,
SC-Orders I2,Reference item,Integer,6,,
SC-Orders I2,Plant,Integer,4,Sales Order,Sales Order
SC-Orders I2,Stor Location,Integer,4,,
SC-Orders I2,Shipping Point,Varchar,4,,
SC-Orders I2,Route,Varchar,2,,
SC-Orders I2,Created on Line Item,Date,10,,
SC-Orders I2,Created by Line Item,Varchar,24,,
SC-Orders I2,Time Line Item,Integer,6,,
SC-Orders I2,Net price,Varchar,12,,
SC-Orders I2,SO Item Cost,Float,11,,
SC-Orders I2,SO Item Subtotal 1,Float,13,,
SC-Orders I2,SO Item Subtotal 2,Float,13,,
SC-Orders I2,SO Item Subtotal 3,Float,12,,
SC-Orders I2,SO Item Subtotal 4,Float,11,,
SC-Orders I2,SO Item Subtotal 5,Float,10,,
SC-Orders I2,SO Item Subtotal 6,Float,7,,
SC-Orders I2,Exch rate stats,Float,3,,
SC-Orders I2,Changed on Line Item,Date,10,,
SC-Orders I2,Currency Key DC,Varchar,10,Sales Order,Sales Order
SC-Orders I2,Ex Rate DC,Float,11,Sales Order,Sales Order
SC-Orders I2,Order Intake DC,Float,11,,
SC-Orders I2,Currency Key GC,Varchar,10,Sales Order,Sales Order
SC-Orders I2,Ex Rate GC,Float,11,Sales Order,Sales Order
SC-Orders I2,Order Intake GC,Float,11,,
SC-Orders I2,Currency Key HC,Varchar,10,Sales Order,Sales Order
SC-Orders I2,Ex Rate HC,Float,11,Sales Order,Sales Order
SC-Orders I2,Order Intake HC,Float,11,,
SC-Orders I2,Analysis Date,Date,10,Analysis Date,Analysis Date
SC-Orders I2,Pricing Date,Date,10,Sales Order,Sales Order
SC-Orders I2,Sales Order Key,Varchar,16,Sales Order,Sales Order
SC-Orders I2,Current Record,Integer,1,Sales Order,Sales Order
SC-Orders I2,CustArea Key,Varchar,22,Customer Sales Area,Customer Sales Area
SC-Orders I2,SO Item Delivery Status,Varchar,1,Sales Order,Sales Order
SC-Orders I2,SO Order Delivery Status,Varchar,1,Sales Order,Sales Order
SC-Orders I2,SO Item Rejection Status,Varchar,1,Sales Order,Sales Order
SC-Orders I2,SO Item Overall Status,Varchar,1,Sales Order,Sales Order
SC-Orders I2,Change Date,Date,10,Sales Order,Sales Order
SC-Orders I2,DelMarker,Varchar,100,Sales Order,Sales Order
SC-Orders I2,Source,Varchar,10,Sales Order,Sales Order
SC-Orders I2,SO Item Cost DC,Float,11,,
SC-Orders I2,SO Item Cost GC,Float,11,,
SC-Orders I2,SO Item Cost HC,Float,11,,
SC-Orders I2,Requirement Type Key,Varchar,3,Sales Order,Sales Order
SC-Orders I2,Object Number,Varchar,18,Sales Order,Sales Order
SC-Orders I2,Comp Code Key,Varchar,4,Company,Company
SC-Orders I2,Delivery Customer Key,Varchar,18,Delivery Country,Delivery Country
SC-Orders I2,Security Key,Varchar,25,Security Key,Security Key
SC-Orders I2,Currency Key RC,Varchar,10,Sales Order,Sales Order
SC-Orders I2,Ex Rate RC,Float,11,Sales Order,Sales Order
SC-Orders I2,Order Intake RC,Float,11,,
SC-Orders I2,SO Item Cost RC,Float,11,,
SC-Orders I2,RecType,Varchar,10,Sales Order,Sales Order
SC-Orders I2,Sales Order ScL Line,Varchar,4,Sales Order,Sales Order
TCURF,TCURF_KURST,Varchar,4,,
TCURF,TCURF_FCURR,Varchar,4,,
TCURF,TCURF_TCURR,Varchar,4,,
TCURF,TCURF_GDATU,Integer,8,,
TCURF,TCURF_FFACT,Varchar,9,,
TCURF,TCURF_TFACT,Varchar,9,,
TCURF,TCURF_ABWCT,Varchar,4,,
TCURF,TCURF_ABWGA,Varchar,0,,
SC-Currency Factors,From Currency,Varchar,4,,
SC-Currency Factors,To Currency,Varchar,4,,
SC-Currency Factors,From Ratio,Float,9,,
SC-Currency Factors,To Ratio,Float,9,,
SC-Currency Factors,From_To Curr,Varchar,9,,
SC-Currency Factors,From_To Ratio,Float,10,,
SQL_I2_vw_dim_customer,comp_code,Varchar,3,,
SQL_I2_vw_dim_customer,comp_type,Varchar,10,,
SQL_I2_vw_dim_customer,sap_comp_code,Varchar,2,,
SQL_I2_vw_dim_customer,legacy_flag,Varchar,1,,
SQL_I2_vw_dim_customer,customer_key,Varchar,6,,
SQL_I2_vw_dim_customer,customer_code,Varchar,18,,
SQL_I2_vw_dim_customer,Customer_name1,Varchar,94,,
SQL_I2_vw_dim_customer,Customer Name 2,Varchar,82,,
SQL_I2_vw_dim_customer,Customer Address1,Varchar,100,,
SQL_I2_vw_dim_customer,Customer Address2,Varchar,81,,
SQL_I2_vw_dim_customer,City,Varchar,76,,
SQL_I2_vw_dim_customer,Country Key,Varchar,2,,
SQL_I2_vw_dim_customer,customer_longname,Varchar,123,,
SQL_I2_vw_dim_customer,market_sub_segment_code,Varchar,6,,
SQL_I2_vw_dim_customer,market_sub_segment_name,Varchar,28,,
SQL_I2_vw_dim_customer,market_role_code,Varchar,3,,
SQL_I2_vw_dim_customer,market_role_name,Varchar,21,,
SQL_I2_vw_dim_customer,customer_group_name,Varchar,19,,
SQL_I2_vw_dim_customer,customer_type,Varchar,7,,
SQL_I2_vw_dim_customer,salesrep_code,Varchar,9,,
SQL_I2_vw_dim_customer,salesrep_name,Varchar,25,,
SQL_I2_vw_dim_customer,specialist_code,Varchar,9,,
SQL_I2_vw_dim_customer,specialist_name,Varchar,20,,
SQL_I2_vw_dim_customer,div_comp_code,Varchar,3,,
SQL_I2_vw_dim_customer,salesrep_email,Varchar,34,,
SQL_I2_vw_dim_customer,sales_office_key,Varchar,4,,
SQL_I2_vw_dim_customer,customer_group_code,Varchar,3,,
SQL_I2_vw_dim_customer,customer_account_group_code,Varchar,4,,
SC-Inside Sales I2,In Sales Key,Varchar,10,,
SC-Inside Sales I2,Inside Sales,Varchar,77,,
SC-Inside Sales I2,InSales AG,Varchar,10,,
SC-Outside Sales I2,Out Sales Key,Varchar,10,,
SC-Outside Sales I2,Outside Sales,Varchar,77,,
SC-Outside Sales I2,OutSales AG,Varchar,10,,
SC-Orders SL,Sales Order Number,Varchar,10,,
SC-Orders SL,Sales Order Item,Varchar,6,,
SC-Orders SL,SO Date,Date,10,,
SC-Orders SL,SO Document Category,Varchar,1,,
SC-Orders SL,SO Transaction Group,Integer,1,,
SC-Orders SL,SO Document Type,Varchar,4,,
SC-Orders SL,Sales Org Key,Varchar,4,,
SC-Orders SL,Distr Channel,Varchar,2,,
SC-Orders SL,Sales Office Key,Varchar,8,,
SC-Orders SL,Customer Key,Varchar,18,,
SC-Orders SL,SO Header Change Date,Date,10,,
SC-Orders SL,Item Key,Varchar,18,,
SC-Orders SL,Item category,Varchar,4,,
SC-Orders SL,Rejection Reason Key,Varchar,2,,
SC-Orders SL,Base Unit,Varchar,2,,
SC-Orders SL,Division Key,Varchar,2,,
SC-Orders SL,Order Qty,Float,11,,
SC-Orders SL,Plant,Integer,4,,
SC-Orders SL,SO Item Cost,Float,11,,
SC-Orders SL,Currency Key DC,Varchar,10,,
SC-Orders SL,Ex Rate DC,Float,11,,
SC-Orders SL,Order Intake DC,Float,11,,
SC-Orders SL,Currency Key GC,Varchar,10,,
SC-Orders SL,Ex Rate GC,Float,11,,
SC-Orders SL,Order Intake GC,Float,11,,
SC-Orders SL,Currency Key HC,Varchar,10,,
SC-Orders SL,Ex Rate HC,Float,11,,
SC-Orders SL,Order Intake HC,Float,11,,
SC-Orders SL,Analysis Date,Date,10,,
SC-Orders SL,Pricing Date,Date,10,,
SC-Orders SL,Sales Order Key,Varchar,16,,
SC-Orders SL,Current Record,Integer,1,,
SC-Orders SL,CustArea Key,Varchar,24,,
SC-Orders SL,SO Item Delivery Status,Varchar,1,,
SC-Orders SL,SO Order Delivery Status,Varchar,1,,
SC-Orders SL,SO Item Rejection Status,Varchar,1,,
SC-Orders SL,SO Item Overall Status,Varchar,1,,
SC-Orders SL,Change Date,Date,10,,
SC-Orders SL,DelMarker,Varchar,40,,
SC-Orders SL,Source,Varchar,10,,
SC-Orders SL,SO Item Cost DC,Float,11,,
SC-Orders SL,SO Item Cost GC,Float,11,,
SC-Orders SL,SO Item Cost HC,Float,11,,
SC-Orders SL,Requirement Type Key,Varchar,3,,
SC-Orders SL,Object Number,Varchar,18,,
SC-Orders SL,Comp Code Key,Varchar,4,,
SC-Orders SL,ScL Delivery Date,Date,10,,
SC-Orders SL,ScL Category,Varchar,2,,
SC-Orders SL,ScL Type,Varchar,1,,
